,lectureName,price,lectureLink,thumbnail,level,lecturer,siteIdx,rating,contents,category,subCategory,type,language,totalDuration,numOfLectures
202,React Testing Cookbook,-1,https://egghead.io/courses/react-testing-cookbook,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/027/thumb/course_image.png,0.0,Trevor Miller,8,4,React Testing: Setting up dependenciesReact Testing: Running testsReact Testing: Utility modulesReact Testing: Intro to Shallow RenderingReact Testing: JSX error diffsReact Testing: Element types with Shallow RenderingReact Testing: className with Shallow RenderingReact Testing: Conditional className with Shallow RenderingReact Testing: Reusing test boilerplateReact Testing: Children with Shallow RenderingReact Testing: The Redux Store - Multiple ActionsReact Testing: The Redux Store - Initial StateReact Testing: Redux Reducers,web,React.js,on,en,38,13
203,Introduction to Node: The Fundamentals,-1,https://egghead.io/courses/introduction-to-node-the-fundamentals,https://d2eip9sf3oo6c2.cloudfront.net/tags/images/000/000/256/thumb/nodejslogo.png,1.0,Will Button,8,4,Use the Node.js REPL shellUnderstand Callbacks in Node.jsUnderstand the Node.js process objectUnderstand Node.js BuffersUnderstand Global Namespace in Node.jsCreate a Simple Node.js ModuleExport Modules in Node.jsInstall packages in a Node.js application using npmCreate a TCP server using the Node.js Net ModulePublish and Share a Node.js ModuleBuild a Simple HTTP Server with Node.jsPublish a Module to the NPM RegistryAdd and Remove EventEmitters in Node.jsManage Memory and Garbage Collection in Node.js,"backEnd,language",Node.js,on,en,84,14
204,Start Learning React,-1,https://egghead.io/courses/start-learning-react,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/003/thumb/course_image.png,1.0,Joe Maddalone,8,4.3,"Use create-react-app to Setup a Simple React AppWrite a ""Hello World"" React ComponentDisplay Output in React with a Component's render MethodSet Properties on React ComponentsManage React Component State with setStateUse React Components as Children for Other ComponentsAccess Nested Data with Reacts props.childrenAdd Custom propType Validation to React ComponentsNormalize Events with Reacts Synthetic Event SystemUse React ref to Get a Reference to Specific ComponentsUnderstand the React Component Lifecycle MethodsManage React Component State with Lifecycle MethodsControl React Component Updates When New Props Are ReceivedUse map to Create React Components from Arrays of DataCompose React Component Behavior with Higher Order ComponentsBuild a JSX Live Compiler as a React ComponentUnderstand JSX at a Deeper LevelUnderstand React.Children UtilitiesUse React.cloneElement to Extend Functionality of Children ComponentsWrite More Reusable React Components with Composable APIsDebug React Components with Developer Tools in Chrome",web,React.js,on,en,66,21
205,Use D3 (v3) to Build Interactive Charts with JavaScript,-1,https://egghead.io/courses/use-d3-v3-to-build-interactive-charts-with-javascript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/001/thumb/course_image.png,0.0,Ben Clinkinbeard,8,4.3,Get Started With D3Basics of SVGScaling Basicsd3.maxrangeBandsColor ScalesQuantitative ScalesMarginsScatter PlotDebugging with Dev ToolsBasic D3 chart interactivityBasic Transitions with D3Creating Axes with D3Cleaner D3 code with selection.call()Line and Area Charts with D3Responsive D3 charts with the viewBox attribute,other,other,on,en,77,16
206,React: Flux Architecture (ES6),-1,https://egghead.io/courses/react-flux-architecture-es6,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/024/thumb/EGH_reactflux.png,0.0,Joe Maddalone,8,4.2,Flux Architecture: Overview and Project SetupFlux Architecture: Application DispatcherFlux Architecture: Application ActionsFlux Architecture: Application StoreFlux Architecture: Components/ViewsFlux Architecture: Higher-Order ComponentsFlux Architecture: Project OrganizationFlux Architecture: Routing with react-router 1.0Flux Architecture: Component Wrap UpFlux Architecture: Dumb Stores,web,React.js,on,en,49,10
207,Creating Custom Web Elements with Polymer 2,-1,https://egghead.io/courses/creating-custom-web-elements-with-polymer-2,https://d2eip9sf3oo6c2.cloudfront.net/tags/images/000/000/385/thumb/polymerjs.png,0.0,Joe Maddalone,8,4.1,Create a Custom Element using PolymerUse Lifecycle Callbacks On Custom Polymer ElementsStyle Custom Elements in PolymerExtend Native HTML Elements with PolymerUnderstand Declared Property Basics in PolymerData Bind Two Polymer ElementsObserve Property Changes on a Custom Polymer ElementCreate Event Listeners in Polymer ElementsExecute Custom Events in PolymerIterate over a Collection with Polymer's dom-repeate,web,other,on,en,38,10
208,Learn HTML5 Graphics and Animation,-1,https://egghead.io/courses/learn-html5-graphics-and-animation,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/010/thumb/HTML5_Graphics.png,0.0,Keith Peters,8,4.5,Introduction to the HTML Canvas elementDrawing Paths - Lines and RectanglesDrawing Paths - Curves and ArcsDrawing Styles on HTML5 CanvasGradient Fills on the HTML5 CanvasDrawing Text on CanvasHTML Canvas and ImagesCanvas EffectsCanvas TransformationsCanvas and PixelsListening for Mouse and Keyboard Events with HTML CanvasAnimating with Canvas,"web,network",other,on,en,84,12
209,AngularJS Fundamentals,-1,https://egghead.io/courses/angularjs-fundamentals,https://d2eip9sf3oo6c2.cloudfront.net/tags/images/000/000/002/thumb/angularjs.png,0.0,Lukas Ruebbelke,8,4.4,Introduction to Building an AngularJS AppBootstrap AngularJS into a Static HTML fileDynamically Display Data with AngularJS ControllersCreate a Filter with AngularJSManage Simple State in an AngularJS ControllerSubmit content in a form with AngularJS ng-submit and ng-modelModify State with ng-model and an AngularJS controllerDelete an item from a collection in AngularJSBuilding an Angular App: Eggly Review,language,Angular,on,en,52,9
210,AngularJS Application Architecture,-1,https://egghead.io/courses/angularjs-application-architecture,https://d2eip9sf3oo6c2.cloudfront.net/tags/images/000/000/002/thumb/angularjs.png,0.0,Lukas Ruebbelke,8,4.4,Introduction to AngularJS Architecture SeriesStructure Files for an AngularJS ApplicationOrganize Code with Sub-Modules into an AngularJS ApplicationAngularJS Architecture: Basic State with ui-routerAngularJS Architecture: Using ui-router's named viewsAngularJS Architecture: ui-router state params for sharing informationAngularJS Architecture: navigating between states with ui-routerAngularJS Architecture: Prefer the 'controller as' syntaxAngularJS Architecture: Refactor to a data modelAngularJS Architecture: Using $http to load JSON dataAngularJS Architecture: Control your promises with $qAngularJS Architecture: Edit and Create Bookmark StatesAngularJS Architecture: Create BookmarkAngularJS Architecture: Edit BookmarkAngularJS Architecture: Delete BookmarkAngularJS Architecture: Animate state transitions with ui-routerAngularJS Architecture: Review,app,Angular,on,en,101,17
211,AngularJS Authentication with JWT,-1,https://egghead.io/courses/angularjs-authentication-with-jwt,https://d2eip9sf3oo6c2.cloudfront.net/tags/images/000/000/002/thumb/angularjs.png,0.0,Kent C. Dodds,8,4.4,JSON Web Token (JWT) IntroductionBasic Server Setup for JWT AuthenticationClient Setup for JWT AuthenticationJWT Authentication SetupServer JWT Authentication SetupAuth Interceptor in Angular for JWTFinalizing JWT Authentication with AngularJS,language,Angular,on,en,31,7
212,React Native Fundamentals,-1,https://egghead.io/courses/react-native-fundamentals,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/014/thumb/course_image.png,0.0,Tyler McGinnis,8,4.1,Start Building a React Native ApplicationSet up Basic iOS Routing with React NativeUse State and Touch Events in React NativeUnderstand the fetch APIUse Fetch to Load External Data in React NativePass Data when Changing Routes in React NativeUse React Native's Error Handle and ActivityIndicatiorIOSUse Images in a React Native ApplicationUse propTypes in Reusable React Native ComponentsCreate a Scrollable React Native Component with ScrollViewBuild a Reusable React Native UI ComponentBuild a Github Repositories Component in React NativeNavigate to a React Native componentAccess Web Pages through React Native's WebView ComponentPersist data in React Native with Firebase REST APIBuild a View with React Native's ListView ComponentComplete the Notes view in React Native,"web,app",React.js,on,en,87,17
213,Learn Protractor Testing for AngularJS,-1,https://egghead.io/courses/learn-protractor-testing-for-angularjs,https://d2eip9sf3oo6c2.cloudfront.net/tags/images/000/000/002/thumb/angularjs.png,0.0,Joel Hooks,8,4.6,Getting Started With ProtractorTest Simple Binding With ProtractorTesting With Protractor Page ObjectsProtractor InteractiveProtractor: Running tests on multiple browsersUsing Protractor to Test Mobile Safari with Appiume2e Testing AngularJS Apps with Protractor and SauceLabsLocators and Suites in ProtractorAutomated screenshots of your e2e Protractor testsUse protractor to catch errors in the console,other,Angular,on,en,48,10
214,Angular Automation with Gulp,-1,https://egghead.io/courses/angular-automation-with-gulp,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/012/thumb/EGH_Angular_Automation_Final.png,0.0,Lukas Ruebbelke,8,4,Angular Automation: Introduction to GulpAngular Automation: Installing Gulp Globally and LocallyAngular Automation: Gulp TasksAngular Automation: Copy Assets with GulpAngular Automation: Gulp InjectAngular Automation: Gulp ServeAngular Automation: Gulp ConfigAngular Automation: Gulp Watch,other,Angular,on,en,34,8
215,Learn how to use Immutable.js,-1,https://egghead.io/courses/learn-how-to-use-immutable-js,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/022/thumb/EGH_Immutablejs_Final.png,0.0,J.S. Leonard,8,3.9,Manage Application State with Immutable.jsCreating an Immutable Object Graph with Immutable.js Map()Modifying an Immutable.js Map()Querying an Immutable.js Map()Iterating Over an Immutable.js Map()Working with Subsets of an Immutable.js Map()Equality Checking with .is() and MoreUsing fromJS() to Convert Plain JavaScript Objects into Immutable DataDifferences between the Immutable.js Map() and List()Exploring Sequences and Range() in Immutable.jsConverting Immutable.js Structures to Javascript and other Immutable TypesSimple Undo/Redo with Immutable.js Data StructuresMaintaining Order in Immutable.js ObjectsTransforming Immutable Data with ReduceLightning Fast Immutable.js Equality Checks with Hash CodesImmutable.Record() as data models,other,JavaScript,on,en,91,16
216,Design Systems with React and Typescript in Storybook,-1,https://egghead.io/courses/design-systems-with-react-and-typescript-in-storybook,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/228/thumb/EGH_ReactStorybook_Final.png,0.0,Shawn Wang,8,4.1,Introducing Design Systems with React and Typescript in StorybookSet up Storybook for React from ScratchAdd your first React Story to StorybookAdd a Welcome Page with Sequential Stories to a React StorybookDisplay the JSX of a React Storybook Story with the JSX AddonApply Style to a React StoryBook with the Info addon to Turn Stories into DocumentationCreate Interactive Storybook Stories with the Knobs DecoratorConfigure React Storybook for use with TypescriptAutomate Documentation Generation in your Typescript React Codebase with Storybook,web,"TypeScript,React.js",on,en,16,9
217,AngularJS Data Modeling,-1,https://egghead.io/courses/angularjs-data-modeling,https://d2eip9sf3oo6c2.cloudfront.net/tags/images/000/000/002/thumb/angularjs.png,0.0,Brett Cassette,8,2.1,Using $resource for Data ModelsCreate a Model Base ClassModel CachingAdd Caching to the Model Base ClassRefactor The Model Base Class with MixinsModel Validation Design ReviewBasic Implementation of Configurable ValidationsAdding Child ValidatorsValidations ClassMixing in ValidatableErrorable MixinFinishing ValidatableSerializing and Deserializing Data Models in AngularJS,dataScience,Angular,on,en,104,13
218,GIF Loop Coder for Creating Animation,-1,https://egghead.io/courses/gif-loop-coder-for-creating-animation,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/042/thumb/EGH_GIFLooper.png,0.0,Keith Peters,8,5,GIF Loop Coder - IntroductionGIF Loop Coder - Animating with ArraysGIF Loop Coder - InterpolationGIF Loop Coder - Animation FunctionsColors in GIF Loop CoderShape Objects in GIF Loop CoderParenting in GIF Loop CoderGIF Loop Coder Single ModeThe Phase Property in GIF Loop CoderOutputting Animations from GIF Loop CoderCustom Drawing in GIF Loop Coder,other,JavaScript,on,en,61,11
219,Ionic Quickstart for Windows and Mac,-1,https://egghead.io/courses/ionic-quickstart-for-windows-and-mac,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/016/thumb/EGH_AngularQuickStart.png,1.0,Lukas Ruebbelke,8,5,Setting Up your Mac with Ionic and CordovaInstalling Node.js and NPM on WindowsIonic Quickstart for Windows: Installing IonicCreating an Ionic AppBuild and Run an iOS App on a MacBuild and Run an Android Application with Ionic on a MacInstall Ant for IonicInstall Android SDK for IonicInstall the Genymotion Android Emulator for IonicInstall the Java Developer Kit (JDK) for IonicRun Your First Ionic AppEdit Your Ionic Application CodeDeploy Your Ionic App to a DeviceUpload and Share an Ionic App,other,"Angular,Ionic",on,en,39,14
220,Building an Angular 1.x Ionic Application,-1,https://egghead.io/courses/building-an-angular-1-x-ionic-application,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/031/thumb/egghead-angular-ionic-course-sq.png,0.0,Lukas Ruebbelke,8,5,"Build and Run an Ionic App from ScratchConvert a Web Application into an Ionic AppBuild, Emulate, and Debug an Ionic AppDevice Interaction in an Ionic App with Cordova PluginsPrepare an Ionic App for Ionic Components and StylingBuild a Sidebar Layout with IonicBuild a Powerful List with IonicCreate Modals with IonicConvert a UI Route into an Angular Directive",app,"Angular,Ionic",on,en,52,9
